query,issue,type,rank_per_issue_type,first_appearance,state,url
healthcare,healthcare,issue_label,1,2017-01,TN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TN&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,TX,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TX&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,UT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-UT&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,VA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VA&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,VT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VT&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,WA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WA&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,WI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WI&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,WV,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WV&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,WY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WY&q=healthcare&hl=en
healthcare,healthcare,issue_label,1,2017-01,DC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DC&q=healthcare&hl=en
health,healthcare,claim,1,2017-01,AK,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AK&q=health&hl=en
health,healthcare,claim,1,2017-01,AL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AL&q=health&hl=en
health,healthcare,claim,1,2017-01,AR,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AR&q=health&hl=en
health,healthcare,claim,1,2017-01,AZ,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AZ&q=health&hl=en
health,healthcare,claim,1,2017-01,CA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CA&q=health&hl=en
health,healthcare,claim,1,2017-01,CO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CO&q=health&hl=en
health,healthcare,claim,1,2017-01,CT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CT&q=health&hl=en
health,healthcare,claim,1,2017-01,DE,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DE&q=health&hl=en
health,healthcare,claim,1,2017-01,FL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-FL&q=health&hl=en
health,healthcare,claim,1,2017-01,GA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-GA&q=health&hl=en
health,healthcare,claim,1,2017-01,HI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-HI&q=health&hl=en
health,healthcare,claim,1,2017-01,IA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IA&q=health&hl=en
health,healthcare,claim,1,2017-01,ID,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ID&q=health&hl=en
health,healthcare,claim,1,2017-01,IL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IL&q=health&hl=en
health,healthcare,claim,1,2017-01,IN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IN&q=health&hl=en
health,healthcare,claim,1,2017-01,KS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KS&q=health&hl=en
health,healthcare,claim,1,2017-01,KY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KY&q=health&hl=en
health,healthcare,claim,1,2017-01,LA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-LA&q=health&hl=en
health,healthcare,claim,1,2017-01,MA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MA&q=health&hl=en
health,healthcare,claim,1,2017-01,MD,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MD&q=health&hl=en
health,healthcare,claim,1,2017-01,ME,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ME&q=health&hl=en
health,healthcare,claim,1,2017-01,MI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MI&q=health&hl=en
health,healthcare,claim,1,2017-01,MN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MN&q=health&hl=en
health,healthcare,claim,1,2017-01,MO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MO&q=health&hl=en
health,healthcare,claim,1,2017-01,MS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MS&q=health&hl=en
health,healthcare,claim,1,2017-01,MT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MT&q=health&hl=en
health,healthcare,claim,1,2017-01,NC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NC&q=health&hl=en
health,healthcare,claim,1,2017-01,ND,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ND&q=health&hl=en
health,healthcare,claim,1,2017-01,NE,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NE&q=health&hl=en
health,healthcare,claim,1,2017-01,NH,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NH&q=health&hl=en
health,healthcare,claim,1,2017-01,NJ,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NJ&q=health&hl=en
health,healthcare,claim,1,2017-01,NM,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NM&q=health&hl=en
health,healthcare,claim,1,2017-01,NV,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NV&q=health&hl=en
health,healthcare,claim,1,2017-01,NY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NY&q=health&hl=en
health,healthcare,claim,1,2017-01,OH,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OH&q=health&hl=en
health,healthcare,claim,1,2017-01,OK,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OK&q=health&hl=en
health,healthcare,claim,1,2017-01,OR,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OR&q=health&hl=en
health,healthcare,claim,1,2017-01,PA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-PA&q=health&hl=en
health,healthcare,claim,1,2017-01,RI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-RI&q=health&hl=en
health,healthcare,claim,1,2017-01,SC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-SC&q=health&hl=en
health,healthcare,claim,1,2017-01,SD,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-SD&q=health&hl=en
health,healthcare,claim,1,2017-01,TN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TN&q=health&hl=en
health,healthcare,claim,1,2017-01,TX,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TX&q=health&hl=en
health,healthcare,claim,1,2017-01,UT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-UT&q=health&hl=en
health,healthcare,claim,1,2017-01,VA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VA&q=health&hl=en
health,healthcare,claim,1,2017-01,VT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VT&q=health&hl=en
health,healthcare,claim,1,2017-01,WA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WA&q=health&hl=en
health,healthcare,claim,1,2017-01,WI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WI&q=health&hl=en
health,healthcare,claim,1,2017-01,WV,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WV&q=health&hl=en
health,healthcare,claim,1,2017-01,WY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WY&q=health&hl=en
health,healthcare,claim,1,2017-01,DC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DC&q=health&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,AK,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AK&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,AL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AL&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,AR,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AR&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,AZ,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AZ&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,CA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,CO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CO&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,CT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CT&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,DE,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DE&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,FL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-FL&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,GA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-GA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,HI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-HI&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,IA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,ID,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ID&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,IL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IL&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,IN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IN&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,KS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KS&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,KY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KY&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,LA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-LA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MD,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MD&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,ME,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ME&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MI&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MN&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MO&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MS&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,MT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MT&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NC&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,ND,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ND&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NE,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NE&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NH,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NH&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NJ,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NJ&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NM,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NM&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NV,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NV&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,NY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NY&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,OH,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OH&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,OK,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OK&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,OR,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-OR&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,PA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-PA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,RI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-RI&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,SC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-SC&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,SD,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-SD&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,TN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TN&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,TX,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-TX&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,UT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-UT&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,VA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,VT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-VT&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,WA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WA&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,WI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WI&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,WV,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WV&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,WY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-WY&q=criminal%20justice&hl=en
criminal justice,guns_and_criminal_justice,issue_label,1,2017-01,DC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DC&q=criminal%20justice&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,AK,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AK&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,AL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AL&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,AR,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AR&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,AZ,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-AZ&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,CA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CA&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,CO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CO&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,CT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-CT&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,DE,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-DE&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,FL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-FL&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,GA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-GA&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,HI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-HI&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,IA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IA&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,ID,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ID&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,IL,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IL&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,IN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-IN&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,KS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KS&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,KY,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-KY&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,LA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-LA&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MA,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MA&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MD,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MD&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,ME,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-ME&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MI,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MI&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MN,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MN&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MO,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MO&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MS,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MS&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,MT,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-MT&q=guns&hl=en
guns,guns_and_criminal_justice,issue_label,1,2017-01,NC,https://trends.google.com/trends/explore?date=2015-01-01%202025-05-10&geo=US-NC&q=guns&hl=en
